2015-11-21 21:02:30,192 : MainThread : INFO : running /Users/dmitryselivanov/projects/word_embeddings/run_word2vec.py /Users/dmitryselivanov/Downloads/datasets/title_tokens.txt.gz /Users/dmitryselivanov/Downloads/datasets/questions-words.txt ./enwiki_dim=600_vocab=30k
2015-11-21 21:02:30,192 : MainThread : INFO : output file template will be ./enwiki_dim=600_vocab=30k/PREFIX
2015-11-21 21:02:30,192 : MainThread : INFO : dictionary found, loading
2015-11-21 21:02:30,247 : MainThread : INFO : word2vec model not found, creating
2015-11-21 21:02:30,247 : MainThread : INFO : collecting all words and their counts
2015-11-21 21:10:53,749 : MainThread : INFO : PROGRESS: at sentence #1740000, processed 728963446 words, keeping 29664 word types
2015-11-21 21:10:55,649 : MainThread : INFO : PROGRESS: at sentence #1750000, processed 731648473 words, keeping 29664 word types
2015-11-21 21:10:57,575 : MainThread : INFO : PROGRESS: at sentence #1760000, processed 734384878 words, keeping 29664 word types
2015-11-21 21:10:59,454 : MainThread : INFO : PROGRESS: at sentence #1770000, processed 737046607 words, keeping 29665 word types
2015-11-21 21:11:01,315 : MainThread : INFO : PROGRESS: at sentence #1780000, processed 739648074 words, keeping 29665 word types
2015-11-21 21:11:03,030 : MainThread : INFO : PROGRESS: at sentence #1790000, processed 742055440 words, keeping 29665 word types
2015-11-21 21:11:04,685 : MainThread : INFO : PROGRESS: at sentence #1800000, processed 744378715 words, keeping 29665 word types
2015-11-21 21:11:06,443 : MainThread : INFO : PROGRESS: at sentence #1810000, processed 746853800 words, keeping 29665 word types
2015-11-21 21:11:08,332 : MainThread : INFO : PROGRESS: at sentence #1820000, processed 749561176 words, keeping 29665 word types
2015-11-21 21:11:10,130 : MainThread : INFO : PROGRESS: at sentence #1830000, processed 752124226 words, keeping 29665 word types
2015-11-21 21:11:11,935 : MainThread : INFO : PROGRESS: at sentence #1840000, processed 754635709 words, keeping 29665 word types
2015-11-21 21:11:13,707 : MainThread : INFO : PROGRESS: at sentence #1850000, processed 757138571 words, keeping 29665 word types
2015-11-21 21:11:15,503 : MainThread : INFO : PROGRESS: at sentence #1860000, processed 759693998 words, keeping 29665 word types
2015-11-21 21:11:17,292 : MainThread : INFO : PROGRESS: at sentence #1870000, processed 762219027 words, keeping 29665 word types
2015-11-21 21:11:19,164 : MainThread : INFO : PROGRESS: at sentence #1880000, processed 764883453 words, keeping 29665 word types
2015-11-21 21:11:21,113 : MainThread : INFO : PROGRESS: at sentence #1890000, processed 767712555 words, keeping 29665 word types
2015-11-21 21:11:22,856 : MainThread : INFO : PROGRESS: at sentence #1900000, processed 770186274 words, keeping 29665 word types
2015-11-21 21:11:24,723 : MainThread : INFO : PROGRESS: at sentence #1910000, processed 772820817 words, keeping 29665 word types
2015-11-21 21:11:26,544 : MainThread : INFO : PROGRESS: at sentence #1920000, processed 775418270 words, keeping 29665 word types
2015-11-21 21:11:28,405 : MainThread : INFO : PROGRESS: at sentence #1930000, processed 778072455 words, keeping 29665 word types
2015-11-21 21:11:30,221 : MainThread : INFO : PROGRESS: at sentence #1940000, processed 780659665 words, keeping 29665 word types
